x_position,y_position,z_position,energy_dep
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
0,0,0,692.4
