x_position,y_position,z_position,energy_dep
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
-0.004718133424707758,9.796705900274839,1737.2781044127316,0.000122
